#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
44,Azerbaijan,"217,636","+1,052","2,609",+34,"180,295","+4,067","34,732",0,"21,369",256,"2,185,247","214,563","10,184,662",Asia,47,"3,904",5
134,Bahamas,"7,857",+11,170,0,"6,221",+44,"1,466",16,"19,885",430,"51,494","130,327","395,113",North America,50,"2,324",8
79,Bahrain,"92,425",+256,352,+1,"90,026",+222,"2,047",10,"53,413",203,"2,355,313","1,361,140","1,730,397",Asia,19,"4,916",1
27,Bangladesh,"512,496","+1,235","7,531",+22,"456,070","+1,507","48,895",0,"3,097",46,"3,214,344","19,421","165,505,409",Asia,323,"21,977",51
188,Barbados,372,+1,7,0,312,+5,53,1,"1,294",24,"69,252","240,834","287,551",North America,773,"41,079",4
49,Belarus,"192,361","+1,957","1,414",+10,"171,901","+2,644","19,046",0,"20,360",150,"3,962,318","419,392","9,447,766",Europe,49,"6,682",2
22,Belgium,"641,411","+1,677","19,361",+127,"44,136",+201,"577,914",499,"55,224","1,667","6,860,508","590,669","11,614,813",Europe,18,600,2
125,Belize,"10,724",+56,242,+1,"9,689",+96,793,6,"26,730",603,"58,936","146,901","401,195",North America,37,"1,658",7
157,Benin,"3,205",0,44,0,"3,061",0,100,0,261,4,"379,760","30,927","12,279,074",Africa,"3,831","279,070",32
184,Bermuda,595,0,10,0,421,0,164,4,"9,572",161,"140,353","2,257,858","62,162",North America,104,"6,216",0
182,Bhutan,655,+19,0,0,447,+2,208,0,844,0,"274,360","353,634","775,830",Asia,"1,184",0,3
56,Bolivia,"156,887","+1,293","9,135",+29,"130,910",+290,"16,842",71,"13,350",777,"408,102","34,726","11,751,988",South America,75,"1,286",29
73,Bosnia and Herzegovina,"110,985",+531,"4,050",+26,"77,225",+423,"29,710",0,"33,935","1,238","511,940","156,530","3,270,553",Europe,29,808,6
113,Botswana,"14,700",+675,40,0,"12,006",+379,"2,654",1,"6,189",17,"541,468","227,982","2,375,051",Africa,162,"59,376",4
3,Brazil,"7,619,970","+55,853","193,940","+1,224","6,707,781","+60,243","718,249","8,318","35,722",909,"28,600,000","134,076","213,312,504",South America,28,"1,100",7
200,British Virgin Islands,86,0,1,0,74,0,11,0,"2,835",33,"10,483","345,620","30,331",North America,353,"30,331",3
196,Brunei,157,+5,3,0,149,0,5,0,357,7,"83,108","189,070","439,563",Asia,"2,800","146,521",5
48,Bulgaria,"201,220","+1,729","7,515",+110,"118,335","+2,933","75,370",467,"29,069","1,086","1,149,545","166,069","6,922,108",Europe,34,921,6
139,Burkina Faso,"6,631",+94,84,+2,"4,978",+175,"1,569",0,313,4,0,0,"21,184,348",Africa,"3,195","252,195",0
177,Burundi,809,0,2,0,687,0,120,0,67,0.2,"76,962","6,379","12,064,099",Africa,"14,912","6,032,050",157
150,CAR,"4,961",0,63,0,"1,924",0,"2,974",2,"1,018",13,"32,711","6,715","4,871,288",Africa,982,"77,322",149
122,Cabo Verde,"11,793",+41,112,0,"11,530",+26,151,23,"21,097",200,"107,817","192,879","558,988",Africa,47,"4,991",5
189,Cambodia,364,0,0,0,361,+1,3,0,22,0,"325,926","19,362","16,833,697",Asia,"46,246",0,52
100,Cameroon,"26,277",0,448,0,"24,892",0,937,46,978,17,"149,000","5,545","26,870,585",Africa,"1,023","59,979",180
26,Canada,"572,982","+7,476","15,472",+94,"484,077","+5,920","73,433",711,"15,116",408,"13,710,053","361,677","37,906,883",North America,66,"2,450",3
193,Caribbean Netherlands,186,+4,3,0,178,+4,5,0,"7,060",114,"4,335","164,554","26,344",North America,142,"8,781",6
191,Cayman Islands,326,0,2,0,293,0,31,1,"4,932",30,"59,814","904,833","66,105",North America,203,"33,053",1
166,Chad,"2,077",+29,104,0,"1,703",+17,270,0,125,6,0,0,"16,656,747",Africa,"8,020","160,161",0
159,Channel Islands,"3,004",0,57,0,"2,180",0,767,10,"17,199",326,"262,548","1,503,195","174,660",Europe,58,"3,064",1
24,Chile,"605,950","+1,964","16,499",+11,"575,595","+1,914","13,856",752,"31,563",859,"6,408,858","333,831","19,197,897",South America,32,"1,164",3
220,China,"87,027",+24,"4,634",0,"82,037",+16,356,6,60,3,"160,000,000","111,163","1,439,323,776",Asia,"16,539","310,601",9
11,Colombia,"1,626,461","+11,639","42,909",+289,"1,497,180","+14,163","86,372","2,578","31,796",839,"8,050,857","157,389","51,152,480",South America,31,"1,192",6
180,Comoros,765,0,9,0,700,0,56,0,871,10,0,0,"878,731",Africa,"1,149","97,637",0
137,Congo,"6,908",0,107,0,"5,831",0,970,0,"1,237",19,"70,252","12,579","5,584,848",Africa,808,"52,195",79
53,Costa Rica,"168,114","+1,315","2,171",+15,"131,507",+518,"34,436",238,"32,852",424,"483,612","94,506","5,117,268",North America,30,"2,357",11
46,Croatia,"208,446","+1,850","3,860",+65,"196,285","+1,157","8,301",254,"50,933",943,"1,010,668","246,954","4,092,531",Europe,20,"1,060",4
123,Cuba,"11,687",+86,145,+2,"10,003",+128,"1,539",20,"1,032",13,"1,448,906","127,960","11,323,151",North America,969,"78,091",8
152,Curaçao,"4,230",+51,14,0,"2,759",+102,"1,457",5,"25,726",85,"34,400","209,210","164,428",North America,39,"11,745",5
104,Cyprus,"22,019",+704,119,+2,"2,057",0,"19,843",41,"18,171",98,"735,040","606,599","1,211,739",Asia,55,"10,183",2
21,Czechia,"701,622","+16,329","11,429",+59,"584,483",+265,"105,710",826,"65,456","1,066","3,747,573","349,622","10,718,921",Europe,15,938,3
111,DRC,"17,376",+194,584,0,"14,658",0,"2,134",0,191,6,0,0,"90,893,240",Africa,"5,231","155,639",0
54,Denmark,"161,230","+2,783","1,256",+30,"122,954","+4,227","37,020",136,"27,787",216,"10,451,869","1,801,303","5,802,395",Europe,36,"4,620",1
181,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,0,0,0,0
146,Djibouti,"5,824",+11,61,0,"5,723",+7,40,0,"5,853",61,"100,017","100,507","995,120",Africa,171,"16,313",10
199,Dominica,88,0,0,0,83,0,5,0,"1,221",0,"6,618","91,821","72,075",North America,819,0,11
52,Dominican Republic,"169,579","+1,314","2,409",+4,"130,264",+299,"36,906",256,"15,555",221,"865,594","79,398","10,902,010",North America,64,"4,526",13
45,Ecuador,"211,512","+1,186","14,023",+22,"184,507",0,"12,982",361,"11,899",789,"744,984","41,910","17,775,756",South America,84,"1,268",24
66,Egypt,"136,644","+1,411","7,576",+56,"111,451",+411,"17,617",90,"1,323",73,"1,000,000","9,682","103,287,627",Africa,756,"13,634",103
93,El Salvador,"45,960",+276,"1,327",+14,"41,112",+227,"3,521",66,"7,068",204,"621,624","95,597","6,502,542",North America,141,"4,900",10
149,Equatorial Guinea,"5,264",+16,86,0,"5,123",+26,55,0,"3,693",60,"76,537","53,692","1,425,483",Africa,271,"16,575",19
171,Eritrea,"1,220",0,1,0,643,0,576,0,342,0.3,"23,693","6,635","3,570,759",Africa,"2,927","3,570,759",151
99,Estonia,"27,256",+968,226,+5,"17,664",+699,"9,366",33,"20,540",170,"627,618","472,966","1,326,982",Europe,49,"5,872",2
128,Eswatini,"9,146",+212,184,+9,"7,062",+14,"1,900",67,"7,843",158,"76,703","65,775","1,166,137",Africa,128,"6,338",15
68,Ethiopia,"123,856",+468,"1,918",+5,"111,870","+1,131","10,068",233,"1,064",16,"1,794,689","15,423","116,363,118",Africa,940,"60,669",65
0,Europe,"23,370,447","+253,637","538,186","+5,762","11,470,934","+143,756","11,361,327","27,202",0,0,0,0,0,Europe,0,0,0
183,Faeroe Islands,605,+4,0,0,541,+6,64,1,"12,358",0,"197,487","4,033,969","48,956",Europe,81,0,0
207,Falkland Islands,29,0,0,0,17,0,12,0,"8,215",0,"5,467","1,548,725","3,530",South America,122,0,1
201,Fiji,49,+3,2,0,44,0,3,0,54,2,"19,883","22,100","899,682",Australia/Oceania,"18,361","449,841",45
96,Finland,"35,858",+438,556,+6,"29,000","+3,000","6,302",30,"6,467",100,"2,459,793","443,603","5,545,027",Europe,155,"9,973",2
5,France,"2,600,498","+26,457","64,381",+303,"193,045","+1,239","2,343,072","2,661","39,796",985,"34,621,162","529,815","65,345,756",Europe,25,"1,015",2
119,French Guiana,"13,045",+149,71,0,"9,995",0,"2,979",5,"43,126",235,"103,185","341,127","302,483",South America,23,"4,260",3
112,French Polynesia,"16,851",+56,114,+1,"4,842",0,"11,895",24,"59,815",405,"26,355","93,551","281,718",Australia/Oceania,17,"2,471",11
127,Gabon,"9,510",0,64,0,"9,356",0,90,3,"4,224",28,"364,679","161,967","2,251,570",Africa,237,"35,181",6
153,Gambia,"3,797",0,124,0,"3,664",0,9,1,"1,550",51,"30,012","12,250","2,449,942",Africa,645,"19,758",82
43,Georgia,"225,893","+1,738","2,481",+38,"210,445","+1,494","12,967",0,"56,681",623,"1,876,048","470,739","3,985,326",Asia,18,"1,606",2
10,Germany,"1,710,992","+19,285","33,172",+752,"1,302,600","+24,800","375,220","5,649","20,389",395,"33,708,381","401,683","83,917,849",Europe,49,"2,530",2
88,Ghana,"54,771",+90,335,0,"53,594",+132,842,12,"1,745",11,"665,661","21,204","31,392,743",Africa,573,"93,710",47
167,Gibraltar,"1,973",+180,6,0,"1,216",+40,751,8,"58,570",178,"120,572","3,579,291","33,686",Europe,17,"5,614",0
62,Greece,"137,918",+942,"4,788",+58,"9,989",0,"123,141",443,"13,265",460,"3,350,565","322,248","10,397,464",Europe,75,"2,172",3
208,Greenland,27,+1,0,0,20,+1,7,0,475,0,"15,666","275,718","56,819",North America,"2,104",0,4
197,Grenada,127,+3,0,0,107,+29,20,0,"1,126",0,"6,781","60,124","112,783",North America,888,0,17
131,Guadeloupe,"8,660",+72,154,0,"2,242",0,"6,264",3,"21,641",385,"100,771","251,828","400,158",North America,46,"2,598",4
64,Guatemala,"137,166",+879,"4,803",+22,"125,630",+469,"6,733",5,"7,587",266,"635,585","35,155","18,079,287",North America,132,"3,764",28
116,Guinea,"13,707",+19,80,0,"13,117",+35,510,24,"1,030",6,"105,582","7,934","13,307,521",Africa,971,"166,344",126
161,Guinea-Bissau,"2,452",+5,45,0,"2,397",+11,10,5,"1,232",23,"36,588","18,378","1,990,882",Africa,812,"44,242",54
141,Guyana,"6,319",+18,164,0,"5,809",+32,346,5,"8,014",208,"38,018","48,219","788,447",South America,125,"4,808",21
126,Haiti,"9,999",0,236,0,"8,598",0,"1,165",0,872,21,"42,080","3,668","11,471,542",North America,"1,147","48,608",273
70,Honduras,"120,912",+809,"3,111",+23,"56,580",+117,"61,221",122,"12,112",312,"304,975","30,551","9,982,591",North America,83,"3,209",33
130,Hong Kong,"8,779",+54,147,+4,"7,722",+106,910,50,"1,166",20,"4,943,667","656,767","7,527,273",Asia,857,"51,206",2
38,Hungary,"319,543","+1,972","9,429",+137,"144,234","+5,869","165,880",425,"33,120",977,"2,639,729","273,603","9,648,041",Europe,30,"1,023",4
147,Iceland,"5,754",+18,29,+1,"5,578",+12,147,0,"16,808",85,"435,367","1,271,713","342,347",Europe,59,"11,805",1
2,India,"10,267,283","+21,957","148,774",+299,"9,859,762","+26,423","258,747","8,944","7,404",107,"170,922,030","123,253","1,386,752,881",Asia,135,"9,321",8
20,Indonesia,"735,124","+8,002","21,944",+241,"603,741","+6,958","109,439",0,"2,674",80,"7,297,374","26,540","274,961,437",Asia,374,"12,530",38
15,Iran,"1,218,753","+6,272","55,095",+149,"978,714","+9,306","184,944","5,087","14,419",652,"7,566,946","89,522","84,526,463",Asia,69,"1,534",11
25,Iraq,"594,442",+901,"12,808",+8,"536,348","+1,547","45,286",160,"14,617",315,"4,511,833","110,946","40,666,947",Asia,68,"3,175",9
80,Ireland,"90,157","+1,718","2,226",+13,"23,364",0,"64,567",39,"18,158",448,"2,330,969","469,462","4,965,193",Europe,55,"2,231",2
187,Isle of Man,377,+3,25,0,348,+2,4,0,"4,422",293,"20,823","244,235","85,258",Europe,226,"3,410",4
33,Israel,"416,584","+4,186","3,307",+15,"372,284","+3,167","40,993",622,"45,293",360,"7,900,279","858,951","9,197,590",Asia,22,"2,781",1
8,Italy,"2,083,689","+16,202","73,604",+575,"1,445,690","+19,960","564,395","2,528","34,488","1,218","26,412,603","437,170","60,417,242",Europe,29,821,2
103,Ivory Coast,"22,366",+116,137,0,"21,909",+37,320,0,838,5,"256,649","9,613","26,699,303",Africa,"1,194","194,885",104
120,Jamaica,"12,793",+41,302,+4,"10,319",+112,"2,172",8,"4,311",102,"137,810","46,438","2,967,622",North America,232,"9,827",22
42,Japan,"226,596","+3,476","3,349",+43,"189,466","+2,520","33,781",668,"1,794",27,"4,829,069","38,240","126,282,091",Asia,557,"37,707",26
39,Jordan,"293,067","+1,674","3,815",+14,"268,843","+2,221","20,409",252,"28,582",372,"3,152,125","307,419","10,253,512",Asia,35,"2,688",3
57,Kazakhstan,"153,925",+726,"2,262",0,"141,731","+1,047","9,932",221,"8,149",120,"5,250,104","277,956","18,888,237",Asia,123,"8,350",4
78,Kenya,"96,251",+112,"1,667",+2,"78,475",+816,"16,109",30,"1,771",31,"1,041,679","19,164","54,354,732",Africa,565,"32,606",52
58,Kuwait,"150,298",+205,933,+1,"146,284",+228,"3,081",46,"34,938",217,"1,251,543","290,930","4,301,864",Asia,29,"4,611",3
83,Kyrgyzstan,"80,843",+189,"1,354",+1,"75,624",+290,"3,865",53,"12,291",206,"590,219","89,734","6,577,456",Asia,81,"4,858",11
204,Laos,41,0,0,0,40,0,1,0,6,0,"91,449","12,480","7,327,882",Asia,"178,729",0,80
95,Latvia,"39,043","+1,367",626,+23,"27,113",+998,"11,304",60,"20,815",334,"864,620","460,965","1,875,674",Europe,48,"2,996",2
50,Lebanon,"177,996","+2,878","1,456",+26,"126,460",+987,"50,080",438,"26,137",214,"1,964,920","288,531","6,810,086",Asia,38,"4,677",3
158,Lesotho,"3,094",+89,51,0,"1,480",0,"1,563",0,"1,439",24,"33,109","15,394","2,150,708",Africa,695,"42,171",65
168,Liberia,"1,779",0,83,0,"1,406",0,290,2,348,16,"39,870","7,793","5,116,165",Africa,"2,876","61,641",128
76,Libya,"99,935",+585,"1,459",+15,"71,273",+861,"27,203",0,"14,446",211,"543,646","78,588","6,917,632",Africa,69,"4,741",13
164,Liechtenstein,"2,104",+35,39,+1,"1,810",+46,255,16,"55,103","1,021","17,794","466,019","38,183",Europe,18,979,2
61,Lithuania,"138,219","+3,934","1,422",+75,"66,485",0,"70,312",210,"51,134",526,"1,598,754","591,456","2,703,084",Europe,20,"1,901",2
92,Luxembourg,"46,415",+327,495,+6,"40,978",+370,"4,942",31,"73,556",784,"1,666,224","2,640,533","631,018",Europe,14,"1,275",0
215,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0
202,Macao,46,0,0,0,46,0,0,0,70,0,"4,238","6,483","653,725",Asia,"14,211",0,154
109,Madagascar,"17,714",0,261,0,"17,228",0,225,16,632,9,"100,305","3,577","28,040,608",Africa,"1,583","107,435",280
140,Malawi,"6,471",+83,189,+1,"5,700",+12,582,4,334,10,"84,986","4,387","19,372,678",Africa,"2,994","102,501",228
74,Malaysia,"110,485","+1,870",463,+6,"87,460",+745,"22,562",131,"3,392",14,"3,317,646","101,856","32,571,789",Asia,295,"70,349",10
115,Maldives,"13,738",+47,48,0,"13,125",+16,565,29,"25,196",88,"314,249","576,338","545,251",Asia,40,"11,359",2
136,Mali,"7,029",+233,269,+7,"4,548",+56,"2,212",0,342,13,"135,098","6,578","20,536,526",Africa,"2,922","76,344",152
121,Malta,"12,665",+124,216,+1,"11,057",+138,"1,392",18,"28,645",489,"511,899","1,157,799","442,131",Europe,35,"2,047",1
216,Marshall Islands,4,0,0,0,4,0,0,0,67,0,0,0,"59,389",Australia/Oceania,"14,847",0,0
143,Martinique,"6,091",0,43,0,98,0,"5,950",4,"16,238",115,"75,034","200,027","375,119",North America,62,"8,724",5
114,Mauritania,"14,191",+202,339,+5,"11,095",+265,"2,757",59,"3,013",72,"123,133","26,145","4,709,647",Africa,332,"13,893",38
185,Mauritius,527,0,10,0,496,0,21,0,414,8,"289,552","227,488","1,272,824",Africa,"2,415","127,282",4
145,Mayotte,"5,890",0,55,0,"2,964",0,"2,871",4,"21,337",199,"36,103","130,783","276,052",Africa,47,"5,019",8
13,Mexico,"1,401,529","+12,099","123,845",+990,"1,058,429","+9,890","219,255","3,913","10,814",956,"3,562,957","27,491","129,606,190",North America,92,"1,047",36
59,Moldova,"143,841",+990,"2,960",+26,"129,539","+1,038","11,342",245,"35,699",735,"554,578","137,638","4,029,259",Europe,28,"1,361",7
176,Monaco,853,+26,3,0,704,+12,146,1,"21,660",76,"51,953","1,319,240","39,381",Europe,46,"13,127",1
172,Mongolia,"1,195",+20,1,0,824,+79,370,3,362,0.3,"599,215","181,337","3,304,421",Asia,"2,765","3,304,421",6
91,Montenegro,"47,782",+378,681,+4,"38,367",+467,"8,734",68,"76,073","1,084","179,267","285,409","628,106",Europe,13,922,4
212,Montserrat,13,0,1,0,12,0,0,0,"2,603",200,626,"125,350","4,994",North America,384,"4,994",8
32,Morocco,"437,332","+2,143","7,355",+41,"405,251","+3,822","24,726",784,"11,779",198,"4,439,680","119,578","37,127,831",Africa,85,"5,048",8
107,Mozambique,"18,485",+113,165,+3,"16,589",+150,"1,731",0,583,5,"270,250","8,529","31,684,625",Africa,"1,714","192,028",117
69,Myanmar,"123,740",+587,"2,664",+27,"106,121",+842,"14,955",0,"2,267",49,"1,794,253","32,867","54,591,653",Asia,441,"20,492",30
101,Namibia,"23,333",+482,196,+1,"19,655",+912,"3,482",36,"9,101",76,"206,934","80,719","2,563,644",Africa,110,"13,080",12
40,Nepal,"260,059",+511,"1,847",+7,"251,912",+600,"6,300",0,"8,847",63,"1,926,477","65,536","29,395,805",Asia,113,"15,915",15
19,Netherlands,"787,300","+9,398","11,324",+112,N/A,N/A,N/A,712,"45,896",660,"5,770,408","336,392","17,153,836",Europe,22,"1,515",3
205,New Caledonia,38,0,0,0,38,+1,0,0,132,0,"18,937","66,014","286,863",Australia/Oceania,"7,549",0,15
163,New Zealand,"2,151",0,25,0,"2,077",0,49,0,430,5,"1,398,932","279,669","5,002,100",Australia/Oceania,"2,325","200,084",4
144,Nicaragua,"6,046",0,165,0,"4,225",0,"1,656",0,907,25,0,0,"6,663,695",North America,"1,102","40,386",0
156,Niger,"3,208",0,102,0,"1,767",0,"1,339",9,130,4,"61,470","2,495","24,633,107",Africa,"7,679","241,501",401
81,Nigeria,"86,576","+1,016","1,278",+11,"73,322","+1,385","11,976",10,415,6,"938,602","4,498","208,650,554",Africa,"2,410","163,263",222
0,North America,"23,149,519","+240,549","509,163","+4,638","14,259,728","+144,826","8,380,628","34,678",0,0,0,0,0,North America,0,0,0
82,North Macedonia,"82,794",+493,"2,488",+15,"60,706",+450,"19,600",138,"39,741","1,194","399,163","191,598","2,083,331",Europe,25,837,5
90,Norway,"49,010",+732,436,+3,"37,658",0,"10,916",29,"9,005",80,"2,788,520","512,373","5,442,358",Europe,111,"12,482",2
0,Oceania,"48,278",+90,"1,059",+1,"33,437",+7,"13,782",24,0,0,0,0,0,Australia/Oceania,0,0,0
67,Oman,"128,719",+86,"1,497",0,"121,614",+258,"5,608",31,"24,895",290,"571,472","110,527","5,170,420",Asia,40,"3,454",9
28,Pakistan,"477,240","+2,155","10,047",+55,"430,113","+4,619","37,080","2,219","2,140",45,"6,656,373","29,848","223,009,642",Asia,467,"22,197",34
65,Palestine,"136,736","+1,277","1,371",+20,"115,127","+2,045","20,238",127,"26,500",266,"878,495","170,259","5,159,770",Asia,38,"3,764",6
41,Panama,"242,744","+4,465","3,975",+42,"192,601","+2,837","46,168",193,"55,824",914,"1,291,610","297,031","4,348,396",North America,18,"1,094",3
179,Papua New Guinea,780,0,9,0,661,0,110,0,86,1.0,"36,674","4,061","9,030,719",Australia/Oceania,"11,578","1,003,413",246
75,Paraguay,"106,958",+822,"2,242",+22,"81,034",+937,"23,682",157,"14,905",312,"557,115","77,636","7,176,034",South America,67,"3,201",13
18,Peru,"1,012,614","+2,118","37,621",+47,"951,318","+1,927","23,675","1,222","30,501","1,133","5,502,884","165,752","33,199,585",South America,33,882,6
29,Philippines,"472,532","+1,014","9,230",+68,"439,509",+518,"23,793",708,"4,284",84,"6,730,274","61,015","110,304,583",Asia,233,"11,951",16
14,Poland,"1,281,414","+12,955","28,019",+565,"1,025,889","+11,884","227,506","1,580","33,877",741,"7,150,261","189,031","37,825,830",Europe,30,"1,350",5
34,Portugal,"406,051","+6,049","6,830",+79,"331,016","+3,222","68,205",487,"39,880",671,"5,589,463","548,967","10,181,785",Europe,25,"1,491",2
60,Qatar,"143,621",+193,245,0,"141,300",+153,"2,076",30,"51,151",87,"1,236,193","440,270","2,807,805",Asia,20,"11,460",2
23,Romania,"627,941","+4,875","15,596",+127,"554,056","+4,794","58,289","1,149","32,751",813,"4,775,921","249,095","19,173,111",Europe,31,"1,229",4
4,Russia,"3,131,550","+26,513","56,426",+599,"2,525,418","+29,235","549,706","2,300","21,454",387,"90,203,874","617,980","145,965,801",Europe,47,"2,587",2
132,Rwanda,"8,250",+122,86,+7,"6,369",+30,"1,795",0,629,7,"725,804","55,363","13,110,010",Africa,"1,589","152,442",18
129,Réunion,"8,972",+36,42,0,"8,496",0,434,6,"9,986",47,"48,859","54,379","898,497",Africa,100,"21,393",18
85,S. Korea,"59,773","+1,048",879,+20,"41,435",+732,"17,459",332,"1,165",17,"4,159,522","81,096","51,291,276",Asia,858,"58,352",12
206,Saint Kitts and Nevis,32,0,0,0,29,+2,3,0,599,0,"5,339","100,006","53,387",North America,"1,668",0,10
190,Saint Lucia,340,+9,5,0,278,+4,57,0,"1,847",27,"19,562","106,289","184,046",North America,541,"36,809",9
174,Saint Martin,961,0,12,0,855,0,94,7,"24,646",308,"11,186","286,879","38,992",North America,41,"3,249",3
211,Saint Pierre Miquelon,16,+1,0,0,14,0,2,0,"2,768",0,"3,196","552,941","5,780",North America,361,0,2
218,Samoa,2,0,0,0,2,0,0,0,10,0,0,0,"199,071",Australia/Oceania,"99,536",0,0
162,San Marino,"2,333",0,59,0,"2,010",0,264,11,"68,684","1,737","25,930","763,388","33,967",Europe,15,576,1
173,Sao Tome and Principe,"1,014",0,17,0,963,0,34,0,"4,585",77,"7,498","33,902","221,169",Africa,218,"13,010",29
35,Saudi Arabia,"362,601",+113,"6,214",+10,"353,682",+170,"2,705",387,"10,336",177,"10,973,855","312,803","35,082,343",Asia,97,"5,646",3
106,Senegal,"18,945",+139,402,+7,"17,201",+105,"1,342",41,"1,117",24,"268,203","15,813","16,960,494",Africa,895,"42,190",63
37,Serbia,"334,991","+3,236","3,163",+44,"31,536",0,"300,292",269,"38,418",363,"2,283,406","261,868","8,719,692",Europe,26,"2,757",4
192,Seychelles,217,0,0,0,207,0,10,0,"2,200",0,"5,200","52,711","98,651",Africa,455,0,19
160,Sierra Leone,"2,583",+14,76,0,"1,891",+16,616,0,321,9,0,0,"8,057,001",Africa,"3,119","106,013",0
86,Singapore,"58,569",+27,29,0,"58,411",+11,129,0,"9,972",5,"5,426,351","923,908","5,873,262",Asia,100,"202,526",1
170,Sint Maarten,"1,423",0,27,0,"1,308",0,88,4,"33,002",626,"9,715","225,312","43,118",North America,30,"1,597",4
51,Slovakia,"173,228","+3,041","2,065",+82,"124,427","+2,667","46,736",403,"31,721",378,"1,407,029","257,652","5,460,966",Europe,32,"2,645",4
71,Slovenia,"119,740","+2,435","2,665",+34,"97,766","+2,078","19,309",209,"57,593","1,282","668,412","321,494","2,079,081",Europe,17,780,3
210,Solomon Islands,17,0,0,0,10,0,7,0,24,0,"4,500","6,473","695,164",Australia/Oceania,"40,892",0,154
151,Somalia,"4,714",+24,130,+3,"3,612",+7,972,0,293,8,0,0,"16,110,570",Africa,"3,418","123,927",0
17,South Africa,"1,039,161","+17,710","28,033",+465,"867,597","+9,141","143,531",546,"17,412",470,"6,553,761","109,815","59,679,832",Africa,57,"2,129",9
0,South America,"13,111,112","+87,325","361,082","+1,795","11,696,409","+85,787","1,053,621","17,052",0,0,0,0,0,South America,0,0,0
155,South Sudan,"3,540",+29,63,0,"3,131",0,346,2,314,6,"75,972","6,748","11,258,907",Africa,"3,180","178,713",148
9,Spain,"1,921,115","+15,058","50,689",+247,N/A,N/A,N/A,"2,035","41,081","1,084","27,016,086","577,713","46,763,848",Europe,24,923,2
94,Sri Lanka,"42,702",+646,199,+4,"34,623",+698,"7,880",0,"1,990",9,"1,223,582","57,022","21,458,094",Asia,503,"107,830",18
194,St. Barth,184,0,1,0,172,0,11,0,"18,601",101,"8,518","861,100","9,892",North America,54,"9,892",1
198,St. Vincent Grenadines,115,+2,0,0,89,0,26,0,"1,035",0,"15,551","139,953","111,116",North America,966,0,7
102,Sudan,"23,316",0,"1,468",0,"13,524",0,"8,324",0,526,33,0,0,"44,353,024",Africa,"1,902","30,213",0
142,Suriname,"6,098",0,120,0,"5,633",0,345,7,"10,349",204,"26,130","44,345","589,248",South America,97,"4,910",23
31,Sweden,"437,379",0,"8,727",+23,N/A,N/A,N/A,339,"43,174",861,"4,272,532","421,742","10,130,672",Europe,23,"1,161",2
30,Switzerland,"447,905","+5,424","7,594",+101,"317,600",0,"122,711",410,"51,565",874,"3,559,277","409,764","8,686,163",Europe,19,"1,144",2
